Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
WU_HBX_TARGETS_2_DN	0	NA	NA	NA	NA	NA	NA
BIOCARTA_RANKL_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0	NA	NA	NA	NA	NA	NA
KARAKAS_TGFB1_SIGNALING	0	NA	NA	NA	NA	NA	NA
BIOCARTA_DC_PATHWAY	0	NA	NA	NA	NA	NA	NA
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP	0	NA	NA	NA	NA	NA	NA
BIOCARTA_TALL1_PATHWAY	0	NA	NA	NA	NA	NA	NA
STANELLE_E2F1_TARGETS	0	NA	NA	NA	NA	NA	NA
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
BEIER_GLIOMA_STEM_CELL_UP	0	NA	NA	NA	NA	NA	NA
KEGG_PHENYLALANINE_METABOLISM	0	NA	NA	NA	NA	NA	NA
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_UP	0	NA	NA	NA	NA	NA	NA
LIU_IL13_MEMORY_MODEL_UP	0	NA	NA	NA	NA	NA	NA
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	0	NA	NA	NA	NA	NA	NA
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0	NA	NA	NA	NA	NA	NA
NIELSEN_SYNOVIAL_SARCOMA_UP	0	NA	NA	NA	NA	NA	NA
IGLESIAS_E2F_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
KEGG_OTHER_GLYCAN_DEGRADATION	0	NA	NA	NA	NA	NA	NA
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0	NA	NA	NA	NA	NA	NA
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_RAB_PATHWAY	0	NA	NA	NA	NA	NA	NA
KEGG_BASAL_CELL_CARCINOMA	0	NA	NA	NA	NA	NA	NA
WEBER_METHYLATED_HCP_IN_SPERM_UP	0	NA	NA	NA	NA	NA	NA
MIKKELSEN_ES_ICP_WITH_H3K27ME3	0	NA	NA	NA	NA	NA	NA
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	0	NA	NA	NA	NA	NA	NA
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	0	NA	NA	NA	NA	NA	NA
PID_CONE_PATHWAY	1	NA	NA	NA	NA	NA	NA
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	1	NA	NA	NA	NA	NA	NA
BIOCARTA_ECM_PATHWAY	1	NA	NA	NA	NA	NA	NA
BIOCARTA_CARM1_PATHWAY	1	NA	NA	NA	NA	NA	NA
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	1	NA	NA	NA	NA	NA	NA
VANTVEER_BREAST_CANCER_BRCA1_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_DAG_AND_IP3_SIGNALING	1	NA	NA	NA	NA	NA	NA
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	1	NA	NA	NA	NA	NA	NA
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	1	NA	NA	NA	NA	NA	NA
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	1	NA	NA	NA	NA	NA	NA
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	1	NA	NA	NA	NA	NA	NA
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	1	NA	NA	NA	NA	NA	NA
PID_EPHB_FWD_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_PEPTIDE_CHAIN_ELONGATION	1	NA	NA	NA	NA	NA	NA
PID_PS1_PATHWAY	1	NA	NA	NA	NA	NA	NA
BIOCARTA_AKAP13_PATHWAY	1	NA	NA	NA	NA	NA	NA
THILLAINADESAN_ZNF217_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	1	NA	NA	NA	NA	NA	NA
WU_ALZHEIMER_DISEASE_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	1	NA	NA	NA	NA	NA	NA
FINETTI_BREAST_CANCERS_KINOME_GRAY	1	NA	NA	NA	NA	NA	NA
JU_AGING_TERC_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
PID_IL23_PATHWAY	1	NA	NA	NA	NA	NA	NA
MAHADEVAN_IMATINIB_RESISTANCE_DN	1	NA	NA	NA	NA	NA	NA
MARSON_FOXP3_TARGETS_STIMULATED_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1	NA	NA	NA	NA	NA	NA
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	1	NA	NA	NA	NA	NA	NA
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	1	NA	NA	NA	NA	NA	NA
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	1	NA	NA	NA	NA	NA	NA
ZWANG_EGF_PERSISTENTLY_UP	1	NA	NA	NA	NA	NA	NA
DELPUECH_FOXO3_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
MELLMAN_TUT1_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
WONG_IFNA2_RESISTANCE_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_SULFUR_AMINO_ACID_METABOLISM	1	NA	NA	NA	NA	NA	NA
REACTOME_LIPOPROTEIN_METABOLISM	1	NA	NA	NA	NA	NA	NA
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	1	NA	NA	NA	NA	NA	NA
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	1	NA	NA	NA	NA	NA	NA
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_TRYPTOPHAN_CATABOLISM	1	NA	NA	NA	NA	NA	NA
PID_CXCR3_PATHWAY	1	NA	NA	NA	NA	NA	NA
FARDIN_HYPOXIA_11	1	NA	NA	NA	NA	NA	NA
KANG_FLUOROURACIL_RESISTANCE_UP	1	NA	NA	NA	NA	NA	NA
LIANG_SILENCED_BY_METHYLATION_2	1	NA	NA	NA	NA	NA	NA
PID_SYNDECAN_1_PATHWAY	1	NA	NA	NA	NA	NA	NA
TERAO_AOX4_TARGETS_SKIN_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_MEIOTIC_RECOMBINATION	1	NA	NA	NA	NA	NA	NA
KERLEY_RESPONSE_TO_CISPLATIN_UP	1	NA	NA	NA	NA	NA	NA
BIOCARTA_CD40_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_DNA_STRAND_ELONGATION	1	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1	NA	NA	NA	NA	NA	NA
BIOCARTA_LEPTIN_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1	NA	NA	NA	NA	NA	NA
REACTOME_TCR_SIGNALING	1	NA	NA	NA	NA	NA	NA
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	1	NA	NA	NA	NA	NA	NA
BIOCARTA_HSP27_PATHWAY	1	NA	NA	NA	NA	NA	NA
HUPER_BREAST_BASAL_VS_LUMINAL_UP	1	NA	NA	NA	NA	NA	NA
MACLACHLAN_BRCA1_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_ION_CHANNEL_TRANSPORT	1	NA	NA	NA	NA	NA	NA
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	1	NA	NA	NA	NA	NA	NA
SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_RNA_POL_I_PROMOTER_OPENING	1	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	1	NA	NA	NA	NA	NA	NA
BIOCARTA_RNA_PATHWAY	1	NA	NA	NA	NA	NA	NA
NUTT_GBM_VS_AO_GLIOMA_DN	1	NA	NA	NA	NA	NA	NA
OUYANG_PROSTATE_CANCER_MARKERS	1	NA	NA	NA	NA	NA	NA
PID_MAPK_TRK_PATHWAY	1	NA	NA	NA	NA	NA	NA
MODY_HIPPOCAMPUS_PRENATAL	1	NA	NA	NA	NA	NA	NA
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	1	NA	NA	NA	NA	NA	NA
TERAMOTO_OPN_TARGETS_CLUSTER_1	1	NA	NA	NA	NA	NA	NA
BAUS_TFF2_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
AMIT_EGF_RESPONSE_40_HELA	1	NA	NA	NA	NA	NA	NA
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	1	NA	NA	NA	NA	NA	NA
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	1	NA	NA	NA	NA	NA	NA
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN	1	NA	NA	NA	NA	NA	NA
PID_AURORA_B_PATHWAY	1	NA	NA	NA	NA	NA	NA
ZEMBUTSU_SENSITIVITY_TO_VINCRISTINE	1	NA	NA	NA	NA	NA	NA
HEIDENBLAD_AMPLICON_8Q24_UP	1	NA	NA	NA	NA	NA	NA
SCHRAETS_MLL_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_DOWNSTREAM_TCR_SIGNALING	1	NA	NA	NA	NA	NA	NA
LIANG_SILENCED_BY_METHYLATION_UP	1	NA	NA	NA	NA	NA	NA
LOPES_METHYLATED_IN_COLON_CANCER_UP	1	NA	NA	NA	NA	NA	NA
ZHANG_ADIPOGENESIS_BY_BMP7	1	NA	NA	NA	NA	NA	NA
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	1	NA	NA	NA	NA	NA	NA
GILMORE_CORE_NFKB_PATHWAY	1	NA	NA	NA	NA	NA	NA
LIU_LIVER_CANCER	1	NA	NA	NA	NA	NA	NA
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	1	NA	NA	NA	NA	NA	NA
WHITESIDE_CISPLATIN_RESISTANCE_UP	1	NA	NA	NA	NA	NA	NA
SCHRAMM_INHBA_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
BIOCARTA_BARRESTIN_PATHWAY	1	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	1	NA	NA	NA	NA	NA	NA
BIOCARTA_NOS1_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_SCF_KIT	1	NA	NA	NA	NA	NA	NA
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	1	NA	NA	NA	NA	NA	NA
PID_CD8_TCR_DOWNSTREAM_PATHWAY	1	NA	NA	NA	NA	NA	NA
PID_ARF6_DOWNSTREAM_PATHWAY	1	NA	NA	NA	NA	NA	NA
ST_JNK_MAPK_PATHWAY	1	NA	NA	NA	NA	NA	NA
HUI_MAPK14_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
ZHENG_RESPONSE_TO_ARSENITE_DN	1	NA	NA	NA	NA	NA	NA
LIEN_BREAST_CARCINOMA_METAPLASTIC	1	NA	NA	NA	NA	NA	NA
PID_RETINOIC_ACID_PATHWAY	1	NA	NA	NA	NA	NA	NA
PLASARI_NFIC_TARGETS_BASAL_DN	1	NA	NA	NA	NA	NA	NA
HAHTOLA_CTCL_CUTANEOUS	1	NA	NA	NA	NA	NA	NA
BIOCARTA_AGPCR_PATHWAY	1	NA	NA	NA	NA	NA	NA
GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	NA	NA	NA	NA	NA	NA
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	1	NA	NA	NA	NA	NA	NA
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	1	NA	NA	NA	NA	NA	NA
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	1	NA	NA	NA	NA	NA	NA
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	1	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	1	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	1	NA	NA	NA	NA	NA	NA
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	1	NA	NA	NA	NA	NA	NA
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	1	NA	NA	NA	NA	NA	NA
CHEN_ETV5_TARGETS_TESTIS	1	NA	NA	NA	NA	NA	NA
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_HS_GAG_BIOSYNTHESIS	1	NA	NA	NA	NA	NA	NA
YIH_RESPONSE_TO_ARSENITE_C4	1	NA	NA	NA	NA	NA	NA
KEGG_N_GLYCAN_BIOSYNTHESIS	1	NA	NA	NA	NA	NA	NA
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_PERK_REGULATED_GENE_EXPRESSION	1	NA	NA	NA	NA	NA	NA
YIH_RESPONSE_TO_ARSENITE_C2	1	NA	NA	NA	NA	NA	NA
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1	NA	NA	NA	NA	NA	NA
GAVIN_PDE3B_TARGETS	1	NA	NA	NA	NA	NA	NA
OSAWA_TNF_TARGETS	1	NA	NA	NA	NA	NA	NA
MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_UP	1	NA	NA	NA	NA	NA	NA
INGRAM_SHH_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
LIAO_HAVE_SOX4_BINDING_SITES	1	NA	NA	NA	NA	NA	NA
ROZANOV_MMP14_CORRELATED	1	NA	NA	NA	NA	NA	NA
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	1	NA	NA	NA	NA	NA	NA
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP	1	NA	NA	NA	NA	NA	NA
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	1	NA	NA	NA	NA	NA	NA
SIG_CHEMOTAXIS	1	NA	NA	NA	NA	NA	NA
KORKOLA_SEMINOMA_UP	1	NA	NA	NA	NA	NA	NA
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	1	NA	NA	NA	NA	NA	NA
REACTOME_POTASSIUM_CHANNELS	1	NA	NA	NA	NA	NA	NA
TOMLINS_METASTASIS_DN	1	NA	NA	NA	NA	NA	NA
ONGUSAHA_BRCA1_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
SAGIV_CD24_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
HU_ANGIOGENESIS_UP	1	NA	NA	NA	NA	NA	NA
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	1	NA	NA	NA	NA	NA	NA
PID_PRL_SIGNALING_EVENTS_PATHWAY	1	NA	NA	NA	NA	NA	NA
BIOCARTA_AKAPCENTROSOME_PATHWAY	1	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_MF_DN	1	NA	NA	NA	NA	NA	NA
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	1	NA	NA	NA	NA	NA	NA
ONO_FOXP3_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
ST_GA13_PATHWAY	1	NA	NA	NA	NA	NA	NA
BIOCARTA_VITCB_PATHWAY	1	NA	NA	NA	NA	NA	NA
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	1	NA	NA	NA	NA	NA	NA
BIOCARTA_ETC_PATHWAY	1	NA	NA	NA	NA	NA	NA
BIOCARTA_SKP2E2F_PATHWAY	1	NA	NA	NA	NA	NA	NA
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1	NA	NA	NA	NA	NA	NA
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	1	NA	NA	NA	NA	NA	NA
GENTILE_UV_RESPONSE_CLUSTER_D5	1	NA	NA	NA	NA	NA	NA
GENTILE_UV_RESPONSE_CLUSTER_D1	1	NA	NA	NA	NA	NA	NA
HOLLEMAN_DAUNORUBICIN_B_ALL_DN	1	NA	NA	NA	NA	NA	NA
LANG_MYB_FAMILY_TARGETS	1	NA	NA	NA	NA	NA	NA
BIOCARTA_CERAMIDE_PATHWAY	1	NA	NA	NA	NA	NA	NA
PID_NOTCH_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_NODAL	1	NA	NA	NA	NA	NA	NA
BIOCARTA_RARRXR_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_MTORC1_MEDIATED_SIGNALLING	1	NA	NA	NA	NA	NA	NA
POOLA_INVASIVE_BREAST_CANCER_DN	1	NA	NA	NA	NA	NA	NA
SIG_CD40PATHWAYMAP	1	NA	NA	NA	NA	NA	NA
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	1	NA	NA	NA	NA	NA	NA
JIANG_TIP30_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
SCHOEN_NFKB_SIGNALING	1	NA	NA	NA	NA	NA	NA
REACTOME_MUSCLE_CONTRACTION	1	NA	NA	NA	NA	NA	NA
ST_INTERLEUKIN_4_PATHWAY	1	NA	NA	NA	NA	NA	NA
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	NA	NA	NA	NA	NA	NA
NAKAMURA_CANCER_MICROENVIRONMENT_UP	1	NA	NA	NA	NA	NA	NA
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	1	NA	NA	NA	NA	NA	NA
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1	NA	NA	NA	NA	NA	NA
KORKOLA_TERATOMA	1	NA	NA	NA	NA	NA	NA
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP	1	NA	NA	NA	NA	NA	NA
BROWNE_INTERFERON_RESPONSIVE_GENES	1	NA	NA	NA	NA	NA	NA
BIOCARTA_HER2_PATHWAY	1	NA	NA	NA	NA	NA	NA
SIMBULAN_PARP1_TARGETS_DN	1	NA	NA	NA	NA	NA	NA
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP	1	NA	NA	NA	NA	NA	NA
RAMASWAMY_METASTASIS_DN	1	NA	NA	NA	NA	NA	NA
PID_PI3KCI_AKT_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1	NA	NA	NA	NA	NA	NA
OZANNE_AP1_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
PID_PTP1B_PATHWAY	1	NA	NA	NA	NA	NA	NA
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	1	NA	NA	NA	NA	NA	NA
RICKMAN_HEAD_AND_NECK_CANCER_F	1	NA	NA	NA	NA	NA	NA
KAMIKUBO_MYELOID_CEBPA_NETWORK	1	NA	NA	NA	NA	NA	NA
BIOCARTA_41BB_PATHWAY	1	NA	NA	NA	NA	NA	NA
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	1	NA	NA	NA	NA	NA	NA
LI_WILMS_TUMOR	1	NA	NA	NA	NA	NA	NA
KEGG_ABC_TRANSPORTERS	1	NA	NA	NA	NA	NA	NA
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	1	NA	NA	NA	NA	NA	NA
MANTOVANI_VIRAL_GPCR_SIGNALING_DN	1	NA	NA	NA	NA	NA	NA
GOLUB_ALL_VS_AML_UP	1	NA	NA	NA	NA	NA	NA
YANAGIHARA_ESX1_TARGETS	1	NA	NA	NA	NA	NA	NA
OKAWA_NEUROBLASTOMA_1P36_31_DELETION	1	NA	NA	NA	NA	NA	NA
BILANGES_SERUM_SENSITIVE_VIA_TSC2	1	NA	NA	NA	NA	NA	NA
MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1	NA	NA	NA	NA	NA	NA
REACTOME_SIGNALING_BY_HIPPO	1	NA	NA	NA	NA	NA	NA
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	1	NA	NA	NA	NA	NA	NA
PID_ERBB1_DOWNSTREAM_PATHWAY	1	NA	NA	NA	NA	NA	NA
REACTOME_ENDOGENOUS_STEROLS	1	NA	NA	NA	NA	NA	NA
KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_UP	1	NA	NA	NA	NA	NA	NA
HASLINGER_B_CLL_WITH_6Q21_DELETION	1	NA	NA	NA	NA	NA	NA
WILCOX_RESPONSE_TO_PROGESTERONE_DN	1	NA	NA	NA	NA	NA	NA
BIOCARTA_RAC1_PATHWAY	1	NA	NA	NA	NA	NA	NA
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	1	NA	NA	NA	NA	NA	NA
PID_CD40_PATHWAY	1	NA	NA	NA	NA	NA	NA
LEE_CALORIE_RESTRICTION_MUSCLE_UP	1	NA	NA	NA	NA	NA	NA
MEISSNER_BRAIN_ICP_WITH_H3K4ME3	1	NA	NA	NA	NA	NA	NA
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	1	NA	NA	NA	NA	NA	NA
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	1	NA	NA	NA	NA	NA	NA
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	1	NA	NA	NA	NA	NA	NA
CHEN_HOXA5_TARGETS_9HR_DN	1	NA	NA	NA	NA	NA	NA
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	1	NA	NA	NA	NA	NA	NA
BOYLAN_MULTIPLE_MYELOMA_C_DN	1	NA	NA	NA	NA	NA	NA
REACTOME_METABOLISM_OF_PORPHYRINS	1	NA	NA	NA	NA	NA	NA
KANG_GIST_WITH_PDGFRA_UP	1	NA	NA	NA	NA	NA	NA
DAZARD_UV_RESPONSE_CLUSTER_G24	1	NA	NA	NA	NA	NA	NA
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	1	NA	NA	NA	NA	NA	NA
DAZARD_UV_RESPONSE_CLUSTER_G28	1	NA	NA	NA	NA	NA	NA
WILLERT_WNT_SIGNALING	1	NA	NA	NA	NA	NA	NA
HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	1	NA	NA	NA	NA	NA	NA
TENEDINI_MEGAKARYOCYTE_MARKERS	1	NA	NA	NA	NA	NA	NA
GROSS_ELK3_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
RIZKI_TUMOR_INVASIVENESS_2D_DN	1	NA	NA	NA	NA	NA	NA
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	1	NA	NA	NA	NA	NA	NA
CUI_TCF21_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
EGUCHI_CELL_CYCLE_RB1_TARGETS	1	NA	NA	NA	NA	NA	NA
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	1	NA	NA	NA	NA	NA	NA
WU_HBX_TARGETS_1_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	1	NA	NA	NA	NA	NA	NA
KINNEY_DNMT1_METHYLATION_TARGETS	1	NA	NA	NA	NA	NA	NA
SABATES_COLORECTAL_ADENOMA_SIZE_DN	1	NA	NA	NA	NA	NA	NA
BIOCARTA_P27_PATHWAY	1	NA	NA	NA	NA	NA	NA
TOMIDA_METASTASIS_UP	1	NA	NA	NA	NA	NA	NA
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1	NA	NA	NA	NA	NA	NA
MOREIRA_RESPONSE_TO_TSA_UP	1	NA	NA	NA	NA	NA	NA
STAMBOLSKY_BOUND_BY_MUTATED_TP53	1	NA	NA	NA	NA	NA	NA
WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_UP	1	NA	NA	NA	NA	NA	NA
EINAV_INTERFERON_SIGNATURE_IN_CANCER	1	NA	NA	NA	NA	NA	NA
REACTOME_NCAM1_INTERACTIONS	1	NA	NA	NA	NA	NA	NA
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1	NA	NA	NA	NA	NA	NA
NAKAYAMA_FRA2_TARGETS	1	NA	NA	NA	NA	NA	NA
BIOCARTA_VDR_PATHWAY	1	NA	NA	NA	NA	NA	NA
BURTON_ADIPOGENESIS_PEAK_AT_24HR	1	NA	NA	NA	NA	NA	NA
PID_TOLL_ENDOGENOUS_PATHWAY	1	NA	NA	NA	NA	NA	NA
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	1	NA	NA	NA	NA	NA	NA
ABE_VEGFA_TARGETS_30MIN	1	NA	NA	NA	NA	NA	NA
PID_KIT_PATHWAY	1	NA	NA	NA	NA	NA	NA
NGUYEN_NOTCH1_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
NEWMAN_ERCC6_TARGETS_UP	1	NA	NA	NA	NA	NA	NA
ZWANG_EGF_PERSISTENTLY_DN	1	NA	NA	NA	NA	NA	NA
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	1	NA	NA	NA	NA	NA	NA
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	1	NA	NA	NA	NA	NA	NA
KEGG_PARKINSONS_DISEASE	1	NA	NA	NA	NA	NA	NA
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	1	NA	NA	NA	NA	NA	NA
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_DN	1	NA	NA	NA	NA	NA	NA
HOWLIN_CITED1_TARGETS_1_DN	1	NA	NA	NA	NA	NA	NA
OKAMOTO_LIVER_CANCER_MULTICENTRIC_OCCURRENCE_UP	1	NA	NA	NA	NA	NA	NA
YAMANAKA_GLIOBLASTOMA_SURVIVAL_UP	1	NA	NA	NA	NA	NA	NA
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	1	NA	NA	NA	NA	NA	NA
